channel_number,channel_name,channel_family,exact_scene_count,library_share_pct,include_tag_logic,include_tag_ids_all,include_tags_all,exclude_tag_logic,exclude_tag_ids_any,exclude_tags_any,include_performer_logic,include_performer_ids_all,include_performers_all,exclude_performer_logic,exclude_performer_ids_any,exclude_performers_any,include_studio_logic,include_studio_ids_any,include_studios_any,exclude_studio_logic,exclude_studio_ids_any,exclude_studios_any,filter_expression,affinity_lift,rationale
183,Valentina Nappi: No Meeting Could Replace This,performer_spotlight,91,0.448,ALL,,,ANY,9320,JAV,ALL,481,Valentina Nappi,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Valentina Nappi"")",,Performer spotlight; 91 scenes under current production tag assignments. Branding is playful; filter columns define membership.
184,Zac Wild: The Unscheduled Special,performer_spotlight,91,0.448,ALL,,,ANY,9320,JAV,ALL,492,Zac Wild,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Zac Wild"")",,Performer spotlight; 91 scenes under current production tag assignments. Branding is playful; filter columns define membership.
185,Alex Coal: Cancel Your Plans,performer_spotlight,90,0.443,ALL,,,ANY,9320,JAV,ALL,264,Alex Coal,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Alex Coal"")",,Performer spotlight; 90 scenes under current production tag assignments. Branding is playful; filter columns define membership.
186,Bruce Venture: The Remote Majority,performer_spotlight,90,0.443,ALL,,,ANY,9320,JAV,ALL,257,Bruce Venture,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Bruce Venture"")",,Performer spotlight; 90 scenes under current production tag assignments. Branding is playful; filter columns define membership.
187,Brad Newman: Premium Procrastination,performer_spotlight,89,0.438,ALL,,,ANY,9320,JAV,ALL,712,Brad Newman,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Brad Newman"")",,Performer spotlight; 89 scenes under current production tag assignments. Branding is playful; filter columns define membership.
188,Quinton James: Doing the Most,performer_spotlight,89,0.438,ALL,,,ANY,9320,JAV,ALL,251,Quinton James,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Quinton James"")",,Performer spotlight; 89 scenes under current production tag assignments. Branding is playful; filter columns define membership.
189,Damon Dice: The Late Fee Channel,performer_spotlight,88,0.434,ALL,,,ANY,9320,JAV,ALL,147,Damon Dice,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Damon Dice"")",,Performer spotlight; 88 scenes under current production tag assignments. Branding is playful; filter columns define membership.
190,Kristof Cale: Zero Inbox Energy,performer_spotlight,88,0.434,ALL,,,ANY,9320,JAV,ALL,603,Kristof Cale,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Kristof Cale"")",,Performer spotlight; 88 scenes under current production tag assignments. Branding is playful; filter columns define membership.
191,Remy LaCroix: Please Remain Tuned,performer_spotlight,88,0.434,ALL,,,ANY,9320,JAV,ALL,114,Remy LaCroix,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Remy LaCroix"")",,Performer spotlight; 88 scenes under current production tag assignments. Branding is playful; filter columns define membership.
192,Alex Legend: The Extended Lunch Break,performer_spotlight,87,0.429,ALL,,,ANY,9320,JAV,ALL,432,Alex Legend,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Alex Legend"")",,Performer spotlight; 87 scenes under current production tag assignments. Branding is playful; filter columns define membership.
193,Melissa Moore: Not in the Employee Handbook,performer_spotlight,87,0.429,ALL,,,ANY,9320,JAV,ALL,1040,Melissa Moore,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Melissa Moore"")",,Performer spotlight; 87 scenes under current production tag assignments. Branding is playful; filter columns define membership.
194,Nathan Bronson: Plot Armor Included,performer_spotlight,88,0.434,ALL,,,ANY,9320,JAV,ALL,454,Nathan Bronson,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Nathan Bronson"")",,Performer spotlight; 88 scenes under current production tag assignments. Branding is playful; filter columns define membership.
195,Alex Jones: The Agenda Has Changed,performer_spotlight,87,0.429,ALL,,,ANY,9320,JAV,ALL,1074,Alex Jones,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Alex Jones"")",,Performer spotlight; 87 scenes under current production tag assignments. Branding is playful; filter columns define membership.
196,Victoria June: One More Episode,performer_spotlight,86,0.424,ALL,,,ANY,9320,JAV,ALL,530,Victoria June,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Victoria June"")",,Performer spotlight; 86 scenes under current production tag assignments. Branding is playful; filter columns define membership.
197,Mark Wood: The Not-So-Silent Partner,performer_spotlight,85,0.419,ALL,,,ANY,9320,JAV,ALL,8,Mark Wood,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Mark Wood"")",,Performer spotlight; 85 scenes under current production tag assignments. Branding is playful; filter columns define membership.
198,Ricky Johnson: After the Group Chat,performer_spotlight,84,0.414,ALL,,,ANY,9320,JAV,ALL,444,Ricky Johnson,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Ricky Johnson"")",,Performer spotlight; 84 scenes under current production tag assignments. Branding is playful; filter columns define membership.
199,Milan Ponjevic: This Meeting Runs Late,performer_spotlight,83,0.409,ALL,,,ANY,9320,JAV,ALL,32,Milan Ponjevic,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Milan Ponjevic"")",,Performer spotlight; 83 scenes under current production tag assignments. Branding is playful; filter columns define membership.
200,Ashlynn Brooke: The Recommendation Engine,performer_spotlight,82,0.404,ALL,,,ANY,9320,JAV,ALL,668,Ashlynn Brooke,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Ashlynn Brooke"")",,Performer spotlight; 82 scenes under current production tag assignments. Branding is playful; filter columns define membership.
201,Jake Adams: Airplane Mode Recommended,performer_spotlight,82,0.404,ALL,,,ANY,9320,JAV,ALL,741,Jake Adams,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Jake Adams"")",,Performer spotlight; 82 scenes under current production tag assignments. Branding is playful; filter columns define membership.
202,Jessy Jones: The Couch Has Questions,performer_spotlight,82,0.404,ALL,,,ANY,9320,JAV,ALL,65,Jessy Jones,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Jessy Jones"")",,Performer spotlight; 82 scenes under current production tag assignments. Branding is playful; filter columns define membership.
203,Mike Adriano: Nothing on the Calendar,performer_spotlight,79,0.389,ALL,,,ANY,9320,JAV,ALL,141,Mike Adriano,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Mike Adriano"")",,Performer spotlight; 79 scenes under current production tag assignments. Branding is playful; filter columns define membership.
204,Rion King: The Ratings Department,performer_spotlight,79,0.389,ALL,,,ANY,9320,JAV,ALL,456,Rion King,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Rion King"")",,Performer spotlight; 79 scenes under current production tag assignments. Branding is playful; filter columns define membership.
205,Will Pounder: Full-Time Distraction,performer_spotlight,78,0.384,ALL,,,ANY,9320,JAV,ALL,769,Will Pounder,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Will Pounder"")",,Performer spotlight; 78 scenes under current production tag assignments. Branding is playful; filter columns define membership.
206,April O'Neil: Nobody Read the Memo,performer_spotlight,77,0.379,ALL,,,ANY,9320,JAV,ALL,896,April O'Neil,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""April O'Neil"")",,Performer spotlight; 77 scenes under current production tag assignments. Branding is playful; filter columns define membership.
207,Kylie Rocket: The Opening Credits Club,performer_spotlight,77,0.379,ALL,,,ANY,9320,JAV,ALL,1007,Kylie Rocket,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Kylie Rocket"")",,Performer spotlight; 77 scenes under current production tag assignments. Branding is playful; filter columns define membership.
208,Andi Avalon Has the Remote,performer_spotlight,76,0.374,ALL,,,ANY,9320,JAV,ALL,29,Andi Avalon,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Andi Avalon"")",,Performer spotlight; 76 scenes under current production tag assignments. Branding is playful; filter columns define membership.
209,Dan Damage: HR Would Like a Word,performer_spotlight,72,0.355,ALL,,,ANY,9320,JAV,ALL,27,Dan Damage,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Dan Damage"")",,Performer spotlight; 72 scenes under current production tag assignments. Branding is playful; filter columns define membership.
210,Adrianna Luna vs. the Bedtime Schedule,performer_spotlight,71,0.350,ALL,,,ANY,9320,JAV,ALL,51,Adrianna Luna,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Adrianna Luna"")",,Performer spotlight; 71 scenes under current production tag assignments. Branding is playful; filter columns define membership.
211,Prince Yahshua: The Plot Thickens,performer_spotlight,71,0.350,ALL,,,ANY,9320,JAV,ALL,569,Prince Yahshua,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Prince Yahshua"")",,Performer spotlight; 71 scenes under current production tag assignments. Branding is playful; filter columns define membership.
212,Jenna Presley & the Missing Script,performer_spotlight,70,0.345,ALL,,,ANY,9320,JAV,ALL,3408,Jenna Presley,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Jenna Presley"")",,Performer spotlight; 70 scenes under current production tag assignments. Branding is playful; filter columns define membership.
213,Logan Pierce: Do Not Auto-Play at Work,performer_spotlight,69,0.340,ALL,,,ANY,9320,JAV,ALL,194,Logan Pierce,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Logan Pierce"")",,Performer spotlight; 69 scenes under current production tag assignments. Branding is playful; filter columns define membership.
214,Chris Diamond: Overtime Approved,performer_spotlight,68,0.335,ALL,,,ANY,9320,JAV,ALL,551,Chris Diamond,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Chris Diamond"")",,Performer spotlight; 68 scenes under current production tag assignments. Branding is playful; filter columns define membership.
215,Robby Echo Presents: Questionable Decisions,performer_spotlight,69,0.340,ALL,,,ANY,9320,JAV,ALL,1622,Robby Echo,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Robby Echo"")",,Performer spotlight; 69 scenes under current production tag assignments. Branding is playful; filter columns define membership.
216,Toni Ribas: Main Character Hours,performer_spotlight,68,0.335,ALL,,,ANY,9320,JAV,ALL,62,Toni Ribas,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Toni Ribas"")",,Performer spotlight; 68 scenes under current production tag assignments. Branding is playful; filter columns define membership.
217,Iona Grace: The Binge Committee,performer_spotlight,67,0.330,ALL,,,ANY,9320,JAV,ALL,3769,Iona Grace,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Iona Grace"")",,Performer spotlight; 67 scenes under current production tag assignments. Branding is playful; filter columns define membership.
218,Olive Glass: The Skip Intro Department,performer_spotlight,66,0.325,ALL,,,ANY,9320,JAV,ALL,397,Olive Glass,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Olive Glass"")",,Performer spotlight; 66 scenes under current production tag assignments. Branding is playful; filter columns define membership.
219,Maestro: No Meeting Could Replace This,performer_spotlight,65,0.320,ALL,,,ANY,9320,JAV,ALL,5262,Maestro,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Maestro"")",,Performer spotlight; 65 scenes under current production tag assignments. Branding is playful; filter columns define membership.
220,Parker Ambrose: The Unscheduled Special,performer_spotlight,65,0.320,ALL,,,ANY,9320,JAV,ALL,33,Parker Ambrose,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Parker Ambrose"")",,Performer spotlight; 65 scenes under current production tag assignments. Branding is playful; filter columns define membership.
221,Sophia Leone: Cancel Your Plans,performer_spotlight,65,0.320,ALL,,,ANY,9320,JAV,ALL,1022,Sophia Leone,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Sophia Leone"")",,Performer spotlight; 65 scenes under current production tag assignments. Branding is playful; filter columns define membership.
222,Angela White: The Remote Majority,performer_spotlight,64,0.315,ALL,,,ANY,9320,JAV,ALL,546,Angela White,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Angela White"")",,Performer spotlight; 64 scenes under current production tag assignments. Branding is playful; filter columns define membership.
223,Eva Lovia: Premium Procrastination,performer_spotlight,64,0.315,ALL,,,ANY,9320,JAV,ALL,57,Eva Lovia,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Eva Lovia"")",,Performer spotlight; 64 scenes under current production tag assignments. Branding is playful; filter columns define membership.
224,Kevin Crows: Doing the Most,performer_spotlight,64,0.315,ALL,,,ANY,9320,JAV,ALL,867,Kevin Crows,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Kevin Crows"")",,Performer spotlight; 64 scenes under current production tag assignments. Branding is playful; filter columns define membership.
225,Kurea Hasumi: The Late Fee Channel,performer_spotlight,0,0.000,ALL,,,ANY,9320,JAV,ALL,8926,Kurea Hasumi,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Kurea Hasumi"")",,Performer spotlight; 34 scenes under current production tag assignments. Branding is playful; filter columns define membership.
226,Marco Banderas: Zero Inbox Energy,performer_spotlight,65,0.320,ALL,,,ANY,9320,JAV,ALL,175,Marco Banderas,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Marco Banderas"")",,Performer spotlight; 65 scenes under current production tag assignments. Branding is playful; filter columns define membership.
227,Jordi El Nino Polla: Please Remain Tuned,performer_spotlight,63,0.310,ALL,,,ANY,9320,JAV,ALL,477,Jordi El Nino Polla,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Jordi El Nino Polla"")",,Performer spotlight; 63 scenes under current production tag assignments. Branding is playful; filter columns define membership.
228,Dylan Ryan: The Extended Lunch Break,performer_spotlight,62,0.305,ALL,,,ANY,9320,JAV,ALL,4041,Dylan Ryan,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Dylan Ryan"")",,Performer spotlight; 62 scenes under current production tag assignments. Branding is playful; filter columns define membership.
229,Jax Slayher: Not in the Employee Handbook,performer_spotlight,62,0.305,ALL,,,ANY,9320,JAV,ALL,6,Jax Slayher,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Jax Slayher"")",,Performer spotlight; 62 scenes under current production tag assignments. Branding is playful; filter columns define membership.
230,Lena Paul: Plot Armor Included,performer_spotlight,61,0.301,ALL,,,ANY,9320,JAV,ALL,559,Lena Paul,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Lena Paul"")",,Performer spotlight; 61 scenes under current production tag assignments. Branding is playful; filter columns define membership.
231,Madison Ivy: The Agenda Has Changed,performer_spotlight,61,0.301,ALL,,,ANY,9320,JAV,ALL,501,Madison Ivy,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Madison Ivy"")",,Performer spotlight; 61 scenes under current production tag assignments. Branding is playful; filter columns define membership.
232,Kenna James: One More Episode,performer_spotlight,60,0.296,ALL,,,ANY,9320,JAV,ALL,108,Kenna James,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Kenna James"")",,Performer spotlight; 60 scenes under current production tag assignments. Branding is playful; filter columns define membership.
233,Adriana Chechik: The Not-So-Silent Partner,performer_spotlight,59,0.291,ALL,,,ANY,9320,JAV,ALL,219,Adriana Chechik,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Adriana Chechik"")",,Performer spotlight; 59 scenes under current production tag assignments. Branding is playful; filter columns define membership.
234,Aiden Starr: After the Group Chat,performer_spotlight,59,0.291,ALL,,,ANY,9320,JAV,ALL,974,Aiden Starr,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Aiden Starr"")",,Performer spotlight; 59 scenes under current production tag assignments. Branding is playful; filter columns define membership.
235,Sean Lawless: This Meeting Runs Late,performer_spotlight,59,0.291,ALL,,,ANY,9320,JAV,ALL,24,Sean Lawless,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Sean Lawless"")",,Performer spotlight; 59 scenes under current production tag assignments. Branding is playful; filter columns define membership.
236,Stella Cox: The Recommendation Engine,performer_spotlight,59,0.291,ALL,,,ANY,9320,JAV,ALL,2623,Stella Cox,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Stella Cox"")",,Performer spotlight; 59 scenes under current production tag assignments. Branding is playful; filter columns define membership.
237,Dante Colle: Airplane Mode Recommended,performer_spotlight,58,0.286,ALL,,,ANY,9320,JAV,ALL,42,Dante Colle,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Dante Colle"")",,Performer spotlight; 58 scenes under current production tag assignments. Branding is playful; filter columns define membership.
238,John Long: The Couch Has Questions,performer_spotlight,58,0.286,ALL,,,ANY,9320,JAV,ALL,333,John Long,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""John Long"")",,Performer spotlight; 58 scenes under current production tag assignments. Branding is playful; filter columns define membership.
239,Kelly Madison: Nothing on the Calendar,performer_spotlight,58,0.286,ALL,,,ANY,9320,JAV,ALL,874,Kelly Madison,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Kelly Madison"")",,Performer spotlight; 58 scenes under current production tag assignments. Branding is playful; filter columns define membership.
240,Krysta Kaos: The Ratings Department,performer_spotlight,58,0.286,ALL,,,ANY,9320,JAV,ALL,5373,Krysta Kaos,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Krysta Kaos"")",,Performer spotlight; 58 scenes under current production tag assignments. Branding is playful; filter columns define membership.
241,Peter Green: Full-Time Distraction,performer_spotlight,58,0.286,ALL,,,ANY,9320,JAV,ALL,17,Peter Green,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Peter Green"")",,Performer spotlight; 58 scenes under current production tag assignments. Branding is playful; filter columns define membership.
242,Emily Willis: Nobody Read the Memo,performer_spotlight,57,0.281,ALL,,,ANY,9320,JAV,ALL,1069,Emily Willis,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Emily Willis"")",,Performer spotlight; 57 scenes under current production tag assignments. Branding is playful; filter columns define membership.
243,Holly Michaels: The Opening Credits Club,performer_spotlight,57,0.281,ALL,,,ANY,9320,JAV,ALL,403,Holly Michaels,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Holly Michaels"")",,Performer spotlight; 57 scenes under current production tag assignments. Branding is playful; filter columns define membership.
